cr714__requestsid,cr714_additionalinformation,cr714_currentstate,cr714_delegates,cr714_desiredfuturestate,cr714_disposition,cr714_howdiscovered,cr714_impact,importsequencenumber,cr714_location,cr714_name,cr714_program,cr714_projecttype,cr714_sg1comment,cr714_sg1notes,cr714_shorttitle,cr714_sponsornameflat,cr714_spotid,statuscode,statecode,timezoneruleversionnumber,cr714_timestamp_dqcheck,cr714_timestamp_pirtassessment,cr714_timestamp_prioritized,cr714_timestamp_projectcreation,cr714_timestamp_sg1review,cr714_timestamp_submitted,utcconversiontimezonecode,versionnumber,cr714_whenneeded,cr714_whenneededjustification,cr714_workflowstep,owningbusinessunit,cr714_sponsor.azureactivedirectoryobjectid
67f1f35f-fb22-f111-8341-7c1e5247a2b3,,The current implementation of the required functionality does not fully leverage the capabilities of the PCS system which adds complexity and risk to making changes and improvements to the system.  Product loss events have occurred due to this complexity.  This project aims to resolve this in critical areas of the process.,stephen.morgan@takeda.com,"For critical process areas, fully leverage the capabilities of the PCS system to provide, simplified, intuitive code and graphics to not only prevent inadvertant issues reaching the production floor but also creating an easier system for operators to use thereby improving the right first time on the floor.",Pending,Investigations after product loss event.,"The system is complex, there is risk with future changes that implementation may create product loss situations in the future.",,400 Shire Way,[FY26] - 400SW - AUTO - DeltaV Foundational improvement project,Automation,Standard Project,,,[FY26] - 400SW - AUTO - DeltaV Foundational improvement project,Lloyd Vallance,,1,0,4,,,,2026-07-02 13:01:40.0000000,,2026-03-18 19:18:47.0000000,,25229117,2026-12-31 05:00:00.0000000,The current implementation of the required functionality does not fully leverage the capabilities of the PCS system which adds complexity and risk to making changes and improvements to the system.  Product loss events have occurred due to this complexity.  This project aims to resolve this in critical areas of the process.,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,7351aecd-5444-47e4-b9f9-80b777b42129
98a4c549-9674-f111-ab0f-000d3a8cdfc7,"Scienitifically feasible, will need to assess site and regulatory impact.",Each batch requires a vial thru 2k for each drug substance batch.,kimberly.drew@takeda.com,Each vial pull would create 2 drug substance batches.,Cancelled,Thru previous experiences.,Reduction on time in inoculation thru seed.  Increase time in 500L seed.  Downstream impact to be evaluated.  Could result in downstream cycle time.,,400 Shire Way,Evaluate reseed on TAK-079 to reduce COGS.,,,,,Evaluate reseed on TAK-079 to reduce COGS.,Adam Kulczyk,,1,0,4,,,,,,,,25174267,2027-12-31 05:00:00.0000000,To support TAK-079 volumes,2. Prioritization,04d25798-3a42-ee11-bdf5-000d3a8fd327,2e206058-c2e1-46c0-b68c-28eeb02607e3
7b01f632-5660-f111-a826-7c1e5215f4b4,"23SEP26 - Canceled based on Minhaz's email dated 22SEP26 mentioning that the team needs to find a solution that can be implemented, so need more time. 

Proposed solution is to create a separate phase for draining overshooted AWFI, similar to AWFI fill with Preact values. This requires engineering testing (ETP) prior starting a change control.",WFI fill during Chemical makeup of Vessel & Piping CIP on UFS-3120 overshoots excess WFI causing vessel High/High High Level alarms after chemical makeup.,,UFS-3120 Vessel & Piping CIP,Cancelled,Automation calls.,Delay in operations draining excess WFI and automation intervention.,,400 Shire Way,UFS-3120 High Level Chemical Makeup,,,,,UFS-3120 High Level Chemical Makeup,Minhazuddin Mohammed,,1,0,0,,,,,,2026-06-04 20:47:17.0000000,,24950331,2026-12-31 05:00:00.0000000,Ongoing WFI overfilling issues during UFS-3120 Vessel & Piping CIP Chemical make-up which causes delays in operations with automation interventions made.,2. Prioritization,04d25798-3a42-ee11-bdf5-000d3a8fd327,4ae827d4-e8a4-4835-9246-e30fe73e82f6
5739cbc5-6a63-f111-a826-7c1e5215f4b4,test,test,,test,Pending,test,test,,300 Shire Way,test,,Functional Project,,,test,Ronn Gerra,999999,1,0,0,,,,2026-06-08 18:57:32.0000000,,2026-06-08 18:49:48.0000000,,24929990,2026-12-05 05:00:00.0000000,test,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,0c73dd41-bda2-4f46-8ef8-37722b96f918
3608153b-525f-f111-a825-000d3a99ae1b,,"SUT assemblies for downstream unit operations are built at point of use from individually SAP-issued components — tubing, connectors, Y-pieces, filters, sample ports. There is no standardized design across operations or products, and the same functional purpose is served by multiple custom SKUs across the portfolio. 
VI and VF are operated as open steps. Under viral segregation requirements, mandating suite decontamination between each step. Multi-batch processing of the same product within a campaign is not permitted. 
Sampling requires multiple manual draws from the source bag, each sub-aliquoted by test type in the LFH.",,"SUT assemblies are built from a rationalized library of standardized, pre-qualified components that can be configured for any DS unit operation. Component selection follows a standardized design framework — operator-dependent assembly judgment is eliminated and total SKU count across the portfolio is reduced. 
VI and VF assemblies are qualified to closed-system standard, enabling multi-batch processing of the same product within a campaign without suite decontamination between batches. 
Sampling is performed through a single inline collection — LFH sub-aliquoting is eliminated.",Pending,transformation,cost reduction,,300 Shire Way,MBO TxN - MFG - SUT Optimization (Downstream),,Standard Project,,,MBO TxN - MFG - SUT Optimization (Downstream),Adam Kulczyk,1062891,1,0,0,,,,2026-06-03 14:29:56.0000000,,2026-06-03 13:44:00.0000000,,24861322,2027-04-01 04:00:00.0000000,"Downstream recovery and purification operations are executed across a mixed equipment landscape of fixed stainless-steel systems and single-use assemblies. Single-use set-ups are overly variable and unnecessarily complex, driven by unharmonized component designs, operator-dependent assembly practices, custom SKUs proliferation across functionally similar steps. This variability affects right-first-time execution, overall operational efficiency, drives deviation events and the associated investigation burden, and in some cases has contributed to irreversible batch loss. It also increases procurement complexity and material cost. 
In the 400SW purification 1 and 2 suites, viral segregation requirements limit viral inactivation and viral filtration operations to sequential, single-batch execution with required room cleaning between steps. This creates built-in idle time, reduces suite utilization, and constrains campaign throughput. Today, this loss is largely absorbed as part of routine operating cost rather than addressed as a design and operating opportunity. 
Sampling requires multiple manual sample collections from source bag, followed by aliquoting into smaller volumes by test type in LFHs. This adds operator time and introduces avoidable high-risk touchpoints.",7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,2e206058-c2e1-46c0-b68c-28eeb02607e3
30822579-535f-f111-a826-7c1e5215f4b4,,"Each tote requires individual setup, gravity drain under pressure, sealing, and disconnection before the next tote can be connected. For media, when more than one tote is required, product is first gravity-drained to an intermediate bag then pump-transferred individually to each destination tote. Welds are used between transfers. 41 buffer types follow the same serial pattern — filled into a single large prep bag then sub-aliquoted sequentially into multiple smaller destination bags. 
Media top-off for perfusion products is performed by replacing the 3K bag entirely. Each changeout requires full setup and breakdown of the bag station and a fresh media prep transfer.",,"Buffer and media are pressure-transferred simultaneously to all destination totes via a multi-port aliquot manifold connected at the start of the run. The intermediate bag step for media is eliminated. For buffers, a single-use fill manifold at the source vessel enables simultaneous filling of multiple destination bags off a single prep. Tote switching time and serial bag-to-bag transfer are eliminated.
Media top-off for perfusion products is performed within the existing 3K bag without requiring full bag replacement. Bag changeout frequency is eliminated or significantly reduced for VPRIV and RepAF perfusion operations by establishing real-time media prep and usage visibility and cadence.",Pending,transformation,"media:
1400 h/y operator time 
M/N 6381256 bag cost (0.09 O¥) 
buffer:
2000 h/y operator time
M/N 6381261 bag cost (0.80 O¥)",,300 Shire Way,MBO TxN - MFG - SUT Optimization (Central Operations),,Standard Project,,,MBO TxN - MFG - SUT Optimization (Central Operations),Adam Kulczyk,1062890,1,0,0,,,,2026-06-03 14:24:46.0000000,,2026-06-03 13:52:44.0000000,,24861292,2027-04-01 04:00:00.0000000,"Buffer and media aliquoting in Central Operations is performed in series — each destination tote is set up, filled, sealed, and disconnected individually, with significant time lost between totes. 
Media aliquoting introduces additional complexity when more than one tote is required, routing product through an intermediate bag before pump transfer to each destination. 
A parallel inefficiency exists on the buffer side, where 41 buffer types are filled into a single large prep bag and subsequently sub-aliquoted into multiple smaller bags through a serial transfer.
For perfusion products, media top-off operations require full replacement of 3K bags at every changeout — a practice driven by the 48-hour ambient hold limit on freshly prepped media combined with limited schedule visibility between prep and consumption. This adds setup, breakdown, and material cost with each changeout across VPRIV and RepAF campaigns.",7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,2e206058-c2e1-46c0-b68c-28eeb02607e3
27d378c7-06a6-f011-bbd3-7c1e527cd923,,Instruments are at end of life and will not be serviced by the vendor,,HAve 2 G installed at Raw Materials lab,Pending,AIMP program,QC Raw Materials willnnot have the ability to release materials that need gas chromatography,,300 Shire Way,[FY26] - 300SW - QC-AIMP - Gas Chromatography Instruments,,Standard Project,,,[FY26] - 300SW - QC-AIMP - Gas Chromatography Instruments,Filipe Thomas Steger,1059754,1,0,0,,,2025-10-15 04:00:00.0000000,2026-05-20 19:25:52.0000000,,2025-10-10 18:55:39.0000000,,24506920,2027-06-30 04:00:00.0000000,End of life instruments,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,23ebfc42-b5d1-47ab-a9d4-116e84f2222d
b907945d-01a6-f011-bbd2-7c1e527d2157,,"The Raw Materials and Particle Lab have an FTIR that will not be serviced by the vendor, including the software",,Installed FTIR with new software,Pending,Vendor communication,Inability to identify particles and identify raw materials,,300 Shire Way,[FY26] - 300SW - QC-AIMP - New FTIR instrument + S/W Upgrade (Particle ID Lab and RM Lab),,Standard Project,,,[FY26] - 300SW - QC-AIMP - New FTIR instrument + S/W Upgrade (Particle ID Lab and RM Lab),Filipe Thomas Steger,1059755,1,0,0,,,2025-10-12 04:00:00.0000000,2026-05-20 19:22:47.0000000,,2025-10-10 17:49:50.0000000,,24506897,2027-02-26 05:00:00.0000000,The current FTIR instruments will not be serviced anymore and the software is outdated,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,23ebfc42-b5d1-47ab-a9d4-116e84f2222d
f60914fb-e84e-f111-bec6-70a8a53eb3d2,Further refinement and incorporation of sponsor feedback ongoing,"Site improvement ideas become projects without consistent prioritization or governance
Prioritization decisions are often implicit or revisited, leading to re‑discussion and churn
Limited visibility into total demand vs. available capacity across functions due to incomplete data and unmanaged projects occurring outside of the system.
The site routinely takes on more initiatives than available capacity allows, resulting in slow delivery, diluted ownership, and limited realized value, even for high-priority work
High‑value initiatives can be delayed while lower‑impact work continues in parallel",,"All work consuming meaningful site or cross‑functional capacity, whether labeled as a project, improvement, or base business, is visible through a common intake and prioritization mechanism.
The existing prioritization framework is applied consistently and used as a true decision tool, with scoring outcomes driving explicit tradeoffs, including what work proceeds, what is deferred, and what does not start.
Leadership actively enforces prioritization outcomes, limiting the number of concurrently active initiatives and sequencing work based on value and available capacity rather than intent alone.
Active work occurring outside the defined prioritization mechanism is periodically and routinely surfaced and reconciled through governance, with decisions made to stop, defer, or formally prioritize the work.
As a result, the site shifts from optimizing intake to focusing on the right projects at the right time, thereby reducing context switching, eliminating unmanaged project work, and accelerating delivery of the highest‑value work.",Pending,MBO Transformation,"This reset represents a shift from optimizing intake to focus on the right projects at the right time, requiring leaders to prioritize value creation and completion over starting new work.",,185 Alewife Brook Parkway; Belmont Warehouse; Lexington Campus; North Reading Warehouse,MBO TxN - OSP - Site Project Prioritization Reset,,Standard Project,,,MBO TxN - OSP - Site Project Prioritization Reset,Natalie Friel,1062518,1,0,0,,,,2026-05-14 18:57:01.0000000,,2026-05-13 16:30:11.0000000,,24488791,2026-11-09 05:00:00.0000000,"This initiative strengthens prioritization to protect execution capacity by ensuring that all work consuming shared site capacity is visible, intentionally sequenced, and actively enforced through governance. 
By enforcing decision ownership, minimum thresholds, and explicit tradeoffs, the site reduces unmanaged work and limits the number of initiatives in flight at any given time, thereby enabling faster delivery of the highest‑value work and clearer accountability for what does, and does not, proceed.",7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,b5b1654c-02fc-4a2f-85d0-0f912c9ad724
b9b308a3-e34f-f111-bec7-7c1e527cdbd8,"Successful sourcing of alternative suppliers
Consider Tak filing and what materials may be limited
LRF volumes will pose risk to benefit realization
External economic pricing pressures","Inbound freight is managed in a decentralized, supplier-led model, limiting visibility, consolidation, and rate leverage.
Majority of high-spend materials are single-sourced, limiting competitive pricing. 	
Single-use bag MN#60000587 is used for media/harvest hold vessels and supplied by Thermofisher.",,"Inbound freight is centrally coordinated through a 3PL where applicable and costs are budgeted and allocated appropriately. [0.18 OY]
High-spend materials have qualified alternative sources at competitive costs, while reducing supply risks. [1.02 OY]
Single-use bag used for media/harvest hold vessels will use more cost-effective bag supplied by Sartorius with recirculation loop MN#6381526. [1.0 OY]",Pending,MBO Transformation Diagnostic,2.2 OY spend reduction for direct materials and associated inbound freight costs,,300 Shire Way; Belmont Warehouse; 400 Shire Way; North Reading Warehouse,MBO TxN - Spend - Material Pricing Optimization,,Standard Project,,,MBO TxN - Spend - Material Pricing Optimization,Terence Jackson,1062588,1,0,0,,,,2026-05-15 17:46:49.0000000,,2026-05-14 22:25:07.0000000,,24410855,2028-03-31 04:00:00.0000000,Part of MBO Transformation to meet MRP through FY27,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,47dfdf99-13e2-441c-8c63-abbc31aa7da0
9de5a849-e54f-f111-bec7-7c1e527cdbd8,Contingent upon successful enrollment of suppliers into MSP Program,"Approximately 80% of contingent labor resources are currently enrolled under MSP; ~20% remains outside the framework, limiting full policy adherence, visibility, and standardized oversight.
External support for our Northstar Quality Systems is engaged through multiple contracting paths with limited centralized oversight, leading to inconsistent role definitions, rates, tenure, and utilization.",,"100% of contingent labor resources are enrolled in MSP and fully traceable, enabling complete adherence to corporate policy and standardized governance across all external labor engagements. [0.43 OY]
External support for our Northstar Quality Systems is managed within MSP framework, providing stronger, centralized control over rates and outcomes. [1.1 OY]",Pending,MBO Transformatio Diagnostic,Optimized spending on contingent labor in compliance with corporate MSP policy,,300 Shire Way; Belmont Warehouse; 400 Shire Way; Lexington Campus; North Reading Warehouse,MBO TxN - Spend - Managed Service Provider (MSP) Model,,Standard Project,,,MBO TxN - Spend - Managed Service Provider (MSP) Model,Natalie Friel,1062587,1,0,0,,,,2026-05-15 17:44:38.0000000,,2026-05-14 22:36:38.0000000,,24410829,2027-03-31 04:00:00.0000000,MBO Transformation initiative to meet MRP,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,b5b1654c-02fc-4a2f-85d0-0f912c9ad724
3e786944-f54e-f111-bec7-7c1e527cdbd8,N/A,"Disposition readiness depends on multiple cross‑functional deliverables (EM, deviations, LIs, ESPs), but accountability is not explicitly tied to disposition outcomes.
Environmental Monitoring (EM) data in MODA/UVO is reviewed redundantly during disposition by QA 
QA Disposition team is responsible for raw material release, requiring confirmation of QC testing, updates in SAP. Raw Mat release requires several documentation and review steps.",,"Cross-functional KPIs are implemented in Fabriq. Red KPIs directly indicate batch release risk and assign accountability to the responsible function.
Redundant EM review in MODA/UVO is eliminated from disposition activities, with oversight ensured through TrackWise review.
Redundant RM specification review is eliminated through transfer of raw material release ownership to QC and simplification of Raw Material release documentation.",Pending,SME feedback and document review,"Reduction of time for review, communications, and documentation. Risk Adjusted impact is 1313 hours savings. Value measurement begins once Disposition Readiness KPIs are live and adopted in Fabriq (June 2026). TIP 1: 308 hrs; TIP 2: 1005 hrs",,200 Shire Way; 300 Shire Way; 400 Shire Way; 205 Alewife Brook Parkway; North Reading Warehouse,MBO TxN - QUAL - IND Batch Disposition Improvements,,Standard Project,,,MBO TxN - QUAL - IND Batch Disposition Improvements,Maggie Seibel,1062514,1,0,0,,,,2026-05-15 17:20:26.0000000,,2026-05-15 13:53:49.0000000,,24410761,2027-03-31 04:00:00.0000000,Miss opportunity,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,daf1bf4e-9ac8-4e93-b50e-54b0dc21e997
9c4f7b31-6650-f111-bec7-000d3a8cdfc7,"Key deliverables/milestones:

Data validation & refinement: Validate data to refine right‑sizing
assumptions and value realization – May2026​

CAPA, CC Framework – Jul2026​

Global dependency items (policy/tooling)*** – target Sep 2026+
(pending global roadmap/approvals)​

CRB Governance Redesign* – July2026​

Standard Investigation, Decision & RCA Framework – June2026​

eQMS & Digital Workflow higher utilization and adoption –​

CC agent in copilot – May2026​

Global AIDA/ tools** improvements – Dec2026​

​","Processes are governed with inconsistent criteria and variable expectations,
leading to extended cycle times and re‑review:​

41 Level 2 CCs opened per year, of which 31 carry no regulatory
impact (clinical) suggesting a higher risk threshold is needed in early leveling​

1,225 hours spent annually on CRB meeting prep; 1,555 hours consumed by
the CRB meetings themselves with all CCs going to CRB​

Criteria for CAPA initiation, investigation depth, and escalation are not
consistently applied with Non‑CAPA issues raised in CAPAs​

Investigations data & RCA approaches vary, resulting in rework & extensions
and existing digital and eQMS capabilities are not used consistently, driving
manual drafting and review inefficiencies.​",evan.szymczak@takeda.com,"Quality systems operate with clear, standardized, and decision‑focused
governance:​

Deployed tools and Guidelines aimed at cutting new CCs by
15% and reclassifying 50% of L2 issues down to L1s.​

CRB: Only L2 CCS going to CRB; CRB attendees reduced to true decision makers,
with accountability for pre-read expectations so the meeting is decision making
not discovery, standardize prep/output format for all forums (CRB, PCP, etc)​

Decision trees define when CAPA is required, investigation depth, and
escalation thresholds with non-CAPA issues managed outside the system​

Investigations follow standardized data and RCA expectations, improving
consistency and right‑first‑time review. eQMS workflows and digital tools
are used consistently to improve record quality and reduce manual effort.​",Pending,"Transformation approach was used to estimate FTE hours spent, process wastes","Baseline: FY26 Risk adjusted impact is 7904FTE hrs, while also enabling 1000
of hours of existing MRP initiatives. ​

Impact: - Value measurement begins once revised intake and governance rules
are live and stabilized (post‑July 2026), hours will be separated through TIP 1
and TIP 2 with TIP 1 having 5377 hrs, and TIP 2 having 2527 hrs of savings. ​

Impact rationale: The freed-up hours results from reducing the intake of
Deviations, CCs and CAPAs and rework spanning multiple site functions.​

Investment: Currently none; however, potential AIDA improvements may come
out of the TIPs.

Scale of opportunity: Freed capacity reflects reduced intake, rework, and
review effort across Deviations, CCs, and CAPAs. Translation to FTE or
redeployment requires process‑level validation and leadership prioritization
outside of the scope of this charter.",,400 Shire Way,MBO TxN - QUAL - IND Quality System Improvements,,Standard Project,,,MBO TxN - QUAL - IND Quality System Improvements,Maggie Seibel,1062515,1,0,0,,,,2026-05-15 17:19:08.0000000,,2026-05-15 13:59:09.0000000,,24410752,2026-11-11 05:00:00.0000000,"This Transformation initiative simplifies and standardizes CAPA, deviation, & change control processes to reduce rework, improve right‑first‑time execution, and shorten cycle times across Quality systems. Key elements include
eliminating redundant reporting and reviews, applying clear decision trees to right‑size CAPA initiation and escalation, removing non‑CAPA activities from formal workflows, and streamlining Change Review Board (CRB)
governance. Investigation quality and timeliness will be improved through standardized governance expectations, centralized root cause tools, and greater use of existing digital capabilities.​",7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,daf1bf4e-9ac8-4e93-b50e-54b0dc21e997
6abf2f65-6850-f111-bec7-7c1e5215f4b4,"Key deliverables/milestones: 
Governance forum inventory and meeting rationalization
completed – June2026​

New meeting model and reduced attendance deployed –
July2026​

Quality capacity & OPE baseline established across all Quality
functions – Aug2026​

QA cross‑training priorities defined – Aug2026​

Standardized QA governance model deployed – Aug2026​

QA cross-training completed – Oct2026​

Post‑implementation measurement of capacity unlocked and
redeployed – Dec2026​","Limited visibility into how Quality hours are spent across
Compliance, QA Ops, Quality Systems, and Validation.​

Effort is distributed across governance, execution, review, and
remediation activities, but time is not consistently measured.​

QA governance relies on numerous, overlapping meetings with high
frequency and broad attendance, driving non‑value‑added time.​

QA skillsets are not consistently cross trained, constraining flexibility
and making it difficult to rebalance capacity during demand
changes.​",heather.larivee@takeda.com,"Clear, fact‑based visibility into where Quality capacity is spent,
enabling targeted reduction of non‑value‑added work across
Compliance, QA Ops, Quality Systems, and Validation.​

Standardized and simplified QA governance with fewer forums,
clear decision rights, reduced meeting frequency, and focused
attendance, including cross functional accountability for when
Quality is engaged. ​

QA resources are cross‑trained and flexibly deployed, allowing
workload balancing across teams while maintaining compliance
and inspection readiness.​",Pending,"Transformation approach was used to assess and quantify estimated FTE hours, process wastes","Reduction of non‑value‑added time across Quality driven by:​

Fewer, more effective governance meetings ​

Improved decision speed and clarity ​

Better utilization of existing QA capacity through cross‑training​

​

Timing: TIP 1 will free up 3610 risk-adjusted hours, TIP2 will free up 2605
risk-adjusted hours. ​

​

Capacity model enables sustained productivity gains create optionality
for leadership to manage capacity and costs in line with external
benchmarks, without compromising compliance or operational resilience​",,400 Shire Way,MBO TxN - QUAL - IND Quality Process Optimization,,Standard Project,,,MBO TxN - QUAL - IND Quality Process Optimization,Maggie Seibel,1062513,1,0,0,,,,2026-05-15 17:18:24.0000000,,2026-05-15 14:14:49.0000000,,24410742,2026-11-11 05:00:00.0000000,"This Transformation initiative establishes a Quality Capacity Model as an enabler to simplify governance, reduce non‑value‑added meeting time, and drive flexible, cross‑trained QA workforce. By combining a
Quality‑wide capacity and OPE analysis with standardized governance and targeted cross‑training, the initiative enables data‑driven decisions on resourcing, meeting structures, and workload
balancing. This initiative enables structural productivity improvements by creating fact-based visibility into how Quality capacity is consumed, allowing leadership to make informed decisions that
improve cost competitiveness, agility, and long-term sustainability—while maintaining compliance and inspection readiness.​",7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,daf1bf4e-9ac8-4e93-b50e-54b0dc21e997
9d86190b-75f1-f011-8406-00224832861e,"14May26 - SPOT ID created as part of Transformation Charter 

09Mar26 - Will be reviewed during MYC timeframe

Discoverant may not have the capability to cover all the data needs and other systems may need to be implemented to cover the data needs beyond CPV that statistica provided.  There are ~36 current CPV workspaces that would need to recreated as well as any new products that come along such as TAK079.  Outside of CPV, there is also QC Assay Control, Shelf-life automated reporting, Invalid Assay Trending (QC), Unexpected events tracking, Generic GLIMS queries, SNC Runout calculation and Hazmat report out for supply chain.  The Raw Material and Single Use group also use statistica for their own data processing/calculations.",Statistica is the validated GXP data analytics platform at MBO.,,Site data needs are covered by discoverant or other systems,Pending,"Licensing cycle highlight increased costs. An estimate of 155 named users be issued. The budgetary proposal (not a formal quote) was total for 3yrs approx. 1.3m (383k in 2026, 421k in 2027, 463k in 2028).","Discoverant will need to be deployed to site, data needs to be migrated/archived, and statistica will need to be decommissioned.",,200 Shire Way; 300 Shire Way; 185 Alewife Brook Parkway; 400 Shire Way; 205 Alewife Brook Parkway; Lexington Campus; 500 Shire Way; North Reading Warehouse,MBO TxN - MSci - Northstar Implementation - Statistica to Discoverant Migration,,Standard Project,,,MBO TxN - MSci - Northstar Implementation - Statistica to Discoverant Migration,Mahesh Kulkarni,1062568,1,0,0,,,2026-01-14 05:00:00.0000000,2026-05-14 18:43:47.0000000,,2026-01-14 18:16:02.0000000,,24406221,2028-10-01 04:00:00.0000000,Statistica licensing fees recently increased and is not a north star system whereas discoverant is a north star system.  This would help align MBO to GMSGQ network.,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,1ae4535a-c129-4f33-9f76-1ba698be262a
c497dc08-df4e-f111-bec7-7c1e527cdbd8,N/A,"Over 70K Hours annually of unaccounted time (Rigidity) across MFG operations.
Limited level loading across depts, shifts, and across days of the week leading to under-utilization and peaks.
Unclear where process downtime occurs during a day to enable capacity increase.
Shift Exchange is inconsistent (attendance, content, and duration) and occurs in office space leading to unclear understanding of current state of processes.",,"Industry Leading 15% (~25K Hours) of Process Rigidity across MFG operations.
Resource and Work Level Loading across depts, shifts, and days of week.
Hour by Hour Schedule and associated metrics to enable capacity increase.
Consistent Shift Exchange in 15 min on the shop floor to enable start of operations within 30min of shift with a clear understanding of ongoing processes.",Pending,transformation,Create White Space and cross train,,400 Shire Way,MBO TxN - MFG - Level Loading & Shift Exchange,,Standard Project,,,MBO TxN - MFG - Level Loading & Shift Exchange,Adam Kulczyk,1062573,1,0,0,,,,2026-05-14 18:43:19.0000000,,2026-05-13 15:21:15.0000000,,24406211,2026-11-09 05:00:00.0000000,"Categorize and reduce 70K hours of rigidity across MFG annually
Implement hour by hour resource scheduling across DS MFG to understand resource needs across process
Cross Train across shifts and departments to level load peaks 
Optimize Shift Exchange to enable start of operations within 30 minutes of shift and a clear understanding of ongoing processes.",7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,2e206058-c2e1-46c0-b68c-28eeb02607e3
b0e692f3-e04e-f111-bec7-7c1e5215f4b4,"A risk/gap assessment needs to be performed because it's not clear if all Spotfire dashboards are able to be recreated in PowerBI without losing critical functionality.  With all the gaps assessed, a decision will need to be made on whether the cost savings are worth the benefit of losing functionality or if the cost of modules needed for PowerBI to match functionality is too much to justify the switch off of Spotfire to PowerBI.","Spotfire is used for various dashboards at MBO such as the Batch on Time Dispotion dashboard, the UPB Pooling Dashboard, etc.",,PowerBI is the North Star tool identified for dashboards and all Spotfire dashboards are recreated in PowerBI and Spotfire is decommissioned.,Pending,This was identified as part of the transformation initiative.,"All Spotfire dashboards will need to be evaulated for migration to PowerBI and confirm that the dashboard has all the functionality needed to function.  If no functionality is lost, all Spotfire dashboards need to be recreated in PowerBI and Spotfire needs to be decommissioned.",,200 Shire Way; 300 Shire Way; 400 Shire Way; Lexington Campus; 500 Shire Way; North Reading Warehouse,MBO TxN - MSci - Northstar Implementation - Spotfire to PowerBI Migration,,Standard Project,,,MBO TxN - MSci - Northstar Implementation - Spotfire to PowerBI Migration,Yong Wang,1062566,1,0,0,,,,2026-05-14 18:42:56.0000000,,2026-05-13 19:05:50.0000000,,24406201,2028-11-01 04:00:00.0000000,Spotfire is not a North Star tool and has a high license cost.  PowerBI might be a suitable replacement for Spotfire.,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,1ae4535a-c129-4f33-9f76-1ba698be262a
6ea2cd11-e14e-f111-bec7-000d3a8cdfc7,,"Decision ownership and escalation criteria are unclear, leading to re‑discussion and unnecessary escalation
Governance forums have overlapping or inconsistent purpose (inform vs. decide), diluting decision effectiveness
Decisions that could be resolved at operational or tactical levels frequently escalate to senior forums",,"Each governance forum has a single accountable decision owner (“D”) with defined decision rights
Decision forums deliberately limit participation to the Decide + critical Advise roles, with asynchronous input replacing broad ‘inform’ attendance.
Most decisions are resolved at the lowest appropriate level, with escalation reserved for material risk or impact
Governance standards are applied proportionately, based on decision risk and impact
Governance forums are fewer, purpose‑driven, and decision‑focused, with intentional participant lists and no default “inform” invites
Governance adherence is periodically reviewed, with non‑compliant forums corrected through site leadership escalation.",Pending,MBO Transformation,Optimized governance and decision making will free capacity for redeployment to higher-value work,,Belmont Warehouse; 205 Alewife Brook Parkway; Lexington Campus; North Reading Warehouse,MBO TxN - OSP - Site Governance & Decision-Making Framework,,Standard Project,,,MBO TxN - OSP - Site Governance & Decision-Making Framework,Natalie Friel,1062517,1,0,0,,,,2026-05-14 18:42:07.0000000,,2026-05-13 15:33:49.0000000,,24406192,2026-08-14 04:00:00.0000000,"This initiative operationalizes Takeda’s single decision‑maker (“D”) model at MBO by clarifying decision ownership, decision forums, and escalation paths. This initiative is designed to align with Takeda’s emerging enterprise decision‑making framework and will be refined as global guidance is finalized.
The focus is on improving decision speed and clarity by separating information flow from decision flow, reinforcing established decision forums, and intentionally reducing low‑value governance through fewer, better‑run meetings with clear purpose and participation enabling faster, more consistent decisions at the lowest appropriate level. Initial adoption is led by SLT and forum chairs, who are expected to model decision ownership, escalation discipline, and meeting behaviors before cascading to functions; Sustained adoption is reinforced through SLT sponsorship and explicit accountability via site governance forums.",7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,b5b1654c-02fc-4a2f-85d0-0f912c9ad724
